idx1,idx2,Person_ID_1,FirstName_1,LastName_1,DateOfBirth_1,blocking_key_1,Person_ID_2,FirstName_2,LastName_2,DateOfBirth_2,blocking_key_2
124,123,43080,taquawn,davis,1984-01-26,T2D11984,43080,taquawn,davis,1984-01-26,T2D11984
125,123,43080,taquawn,davis,1984-01-26,T2D11984,43080,taquawn,davis,1984-01-26,T2D11984
125,124,43080,taquawn,davis,1984-01-26,T2D11984,43080,taquawn,davis,1984-01-26,T2D11984
128,127,50870,michael,wiggins,1989-07-31,M2W21989,50870,michael,wiggins,1989-07-31,M2W21989
130,129,50874,veronica,talavera,1967-10-28,V6T41967,50874,veronica,talavera,1967-10-28,V6T41967
131,129,50874,veronica,talavera,1967-10-28,V6T41967,50874,veronica,talavera,1967-10-28,V6T41967
131,130,50874,veronica,talavera,1967-10-28,V6T41967,50874,veronica,talavera,1967-10-28,V6T41967
136,135,50907,frederick,estey,1977-05-15,F6E21977,50907,frederdck,estey,1977-05-12,F6E21977
140,139,50887,theona,alleyne,1979-01-16,T5A41979,50887,teeona,alleyne,1979-01-12,T5A41979
143,141,50892,omar,yunis,1992-08-29,O5Y51992,50892,omar,yunis,1992-08-29,O5Y51992
145,144,18293,norris,holiday,1986-10-14,N6H41986,18293,norris,holiday,1986-10-14,N6H41986
146,144,18293,norris,holiday,1986-10-14,N6H41986,18293,norris,holiday,1986-10-14,N6H41986
146,145,18293,norris,holiday,1986-10-14,N6H41986,18293,norris,holiday,1986-10-14,N6H41986
148,147,50913,jameb,augustin,1985-07-23,J5A21985,50913,james,augustin,1985-07-23,J5A21985
149,147,50913,james,auguxtin,1985-07-23,J5A21985,50913,james,augustin,1985-07-23,J5A21985
149,148,50913,james,auguxtin,1985-07-23,J5A21985,50913,jameb,augustin,1985-07-23,J5A21985
151,150,50882,milton,mobley,1987-08-02,M4M11987,50882,milton,mobley,1987-08-02,M4M11987
152,150,50882,milton,mobley,1987-08-02,M4M11987,50882,milton,mobley,1987-08-02,M4M11987
152,151,50882,milton,mobley,1987-08-02,M4M11987,50882,milton,mobley,1987-08-02,M4M11987
155,153,50899,christian,wiegley,1968-07-12,C6W21968,50899,christian,wiegley,1968-07-12,C6W21968
161,159,50890,paul,brown,1971-06-16,P4B61971,50890,paul,brown,1971-06-16,P4B61971
163,162,50902,gina,leon,1978-03-01,G5L51978,50902,gina,leon,1978-03-01,G5L51978
169,168,50889,eimar,galvis,1987-03-07,E5G41987,50889,eimar,galvis,1987-03-07,E5G41987
170,168,50889,eimar,galvih,1987-03-07,E5G41987,50889,eimar,galvis,1987-03-07,E5G41987
170,169,50889,eimar,galvih,1987-03-07,E5G41987,50889,eimar,galvis,1987-03-07,E5G41987
172,171,50911,claudine,heslop,1982-09-04,C4H21982,50911,claudine,heslop,1982-09-04,C4H21982
184,183,50881,willie,wiggins,1962-05-02,W4W21962,50881,wiolie,wiggins,1962-05-02,W4W21962
185,183,50881,willie,wiggins,1962-05-02,W4W21962,50881,wiolie,wiggins,1962-05-02,W4W21962
185,184,50881,willie,wiggins,1962-05-02,W4W21962,50881,willie,wiggins,1962-05-02,W4W21962
188,187,50893,cristina,warman,1992-01-19,C6W61992,50893,cristina,warman,1992-01-19,C6W61992
190,189,19327,paul,gonzalez,1970-01-25,P4G51970,19327,paul,gonzalez,1970-01-25,P4G51970
196,195,50891,christopher,rich,1990-09-03,C6R21990,50891,christopher,rixh,1990-09-03,C6R21990
197,195,50891,christopher,rich,1990-09-09,C6R21990,50891,christopher,rixh,1990-09-03,C6R21990
197,196,50891,christopher,rich,1990-09-09,C6R21990,50891,christopher,rich,1990-09-03,C6R21990
200,199,50900,miqhael,phelan,1965-05-08,M2P41965,50900,michael,phelan,1965-05-08,M2P41965
202,201,50895,joshua,rincherw,1991-11-27,J2R51991,50895,joshua,rinchere,1991-11-21,J2R51991
203,201,50895,joghua,rinchere,1991-11-21,J2R51991,50895,joshua,rinchere,1991-11-21,J2R51991
203,202,50895,joghua,rinchere,1991-11-21,J2R51991,50895,joshua,rincherw,1991-11-27,J2R51991
209,207,50888,nolacco,pena,1991-06-22,N4P51991,50888,nolasco,pena,1991-06-22,N4P51991
211,210,50901,marica,clermont,1985-10-05,M6C41985,50901,marica,clermont,1985-10-05,M6C41985
212,210,50901,marica,clermont,1985-10-05,M6C41985,50901,marica,clermont,1985-10-05,M6C41985
212,211,50901,marica,clermont,1985-10-05,M6C41985,50901,marica,clermont,1985-10-05,M6C41985
215,214,50885,adriah,phillips,1987-03-12,A3P41987,50885,adrian,phillips,1987-03-12,A3P41987
217,216,50910,lafayette,fussell,1963-10-03,L1F21963,50910,lafayette,fussell,1963-10-03,L1F21963
221,220,50898,sade,riley,1987-12-17,S3R41987,50898,sadv,riley,1987-12-17,S3R41987
223,222,9825,jamaal,murray,1984-06-04,J5M61984,9825,jamaal,murray,1984-06-04,J5M61984
229,228,29747,wendy,richland,1955-12-28,W5R21955,29747,wendy,richland,1955-12-25,W5R21955
230,228,29747,wendg,richland,1955-12-28,W5R21955,29747,wendy,richland,1955-12-25,W5R21955
230,229,29747,wendg,richland,1955-12-28,W5R21955,29747,wendy,richland,1955-12-28,W5R21955
232,231,38682,daryl,culbertsoa,1986-08-02,D6C41986,38682,daryl,culbertuon,1986-08-02,D6C41986
233,231,38682,daryl,culbertson,1986-08-02,D6C41986,38682,daryl,culbertuon,1986-08-02,D6C41986
233,232,38682,daryl,culbertson,1986-08-02,D6C41986,38682,daryl,culbertsoa,1986-08-02,D6C41986
241,240,52124,altamiro,cesconeto,1981-05-15,A4C21981,52124,altamiro,cesconeto,1981-05-15,A4C21981
242,240,52124,altfmiro,cesconeto,1981-05-15,A4C21981,52124,altamiro,cesconeto,1981-05-15,A4C21981
242,241,52124,altfmiro,cesconeto,1981-05-15,A4C21981,52124,altamiro,cesconeto,1981-05-15,A4C21981
247,246,50912,tiffany,dale,1984-09-21,T1D41984,50912,tiffany,dale,1984-09-21,T1D41984
248,246,50912,tiffany,dale,1984-09-21,T1D41984,50912,tiffany,dale,1984-09-21,T1D41984
248,247,50912,tiffany,dale,1984-09-21,T1D41984,50912,tiffany,dale,1984-09-21,T1D41984
250,249,50894,fermin,lake,1994-01-28,F6L21994,50894,fermin,lake,1994-01-28,F6L21994
251,249,50894,fermin,lake,1994-01-28,F6L21994,50894,fermin,lake,1994-01-28,F6L21994
251,250,50894,fermin,lake,1994-01-28,F6L21994,50894,fermin,lake,1994-01-28,F6L21994
253,252,16609,bobby,chin,1987-04-28,B1C51987,16609,bobby,chin,1987-04-25,B1C51987
259,258,50924,williaws,rodriguez,1987-06-14,W4R31987,50924,wiiliams,rodriguez,1987-06-14,W4R31987
260,258,50924,williams,rodriguez,1987-06-14,W4R31987,50924,wiiliams,rodriguez,1987-06-14,W4R31987
260,259,50924,williams,rodriguez,1987-06-14,W4R31987,50924,williaws,rodriguez,1987-06-14,W4R31987
262,261,50917,oba,ifill,1982-06-05,O1I11982,50917,oba,ifill,1982-07-05,O1I11982
263,261,50917,oba,ifill,1982-06-05,O1I11982,50917,oba,ifill,1982-07-05,O1I11982
263,262,50917,oba,ifill,1982-06-05,O1I11982,50917,oba,ifill,1982-06-05,O1I11982
268,267,25699,larry,medlock,1988-08-25,L6M31988,25699,larpy,medloca,1988-08-25,L6M31988
269,267,25699,larry,medlock,1988-08-25,L6M31988,25699,larpy,medloca,1988-08-25,L6M31988
269,268,25699,larry,medlock,1988-08-25,L6M31988,25699,larry,medlock,1988-08-25,L6M31988
272,271,50921,benjamin,jean,1985-12-30,B5J51985,50921,benjamin,jean,1985-12-30,B5J51985
274,273,49011,mark,gosuell,1964-12-16,M6G21964,49011,mark,gosnell,1964-12-16,M6G21964
275,273,49011,mark,gosnell,1964-12-16,M6G21964,49011,mark,gosnell,1964-12-16,M6G21964
275,274,49011,mark,gosnell,1964-12-16,M6G21964,49011,mark,gosuell,1964-12-16,M6G21964
280,279,40929,jayson,velazquez,1983-11-27,J2V41983,40929,jayson,velazyuez,1983-11-27,J2V41983
281,279,40929,jayson,velazquez,1983-11-27,J2V41983,40929,jayson,velazyuez,1983-11-27,J2V41983
281,280,40929,jayson,velazquez,1983-11-27,J2V41983,40929,jayson,velazquez,1983-11-27,J2V41983
284,283,50933,ryan,lear,1975-04-07,R5L61975,50933,ryan,lear,1975-04-07,R5L61975
287,285,50920,justin,brown,1994-06-17,J2B61994,50920,justin,browf,1994-06-17,J2B61994
292,291,10568,lorenzo,louis,1989-01-07,L6L21989,10568,lorenzo,lluis,1989-01-07,L6L21989
295,294,50935,john,ramfs,1982-12-15,J5R51982,50935,jomn,ramos,1982-12-15,J5R51982
296,294,50935,john,ramos,1982-12-15,J5R51982,50935,jomn,ramos,1982-12-15,J5R51982
296,295,50935,john,ramos,1982-12-15,J5R51982,50935,john,ramfs,1982-12-15,J5R51982
299,297,22457,derrick,thomas,1981-11-16,D6T51981,22457,deyrick,thomas,1981-11-16,D6T51981
300,34,50930,maria,moreno,1980-12-24,M6M61980,50854,martin,marbinez,1980-02-06,M6M61980
300,35,50930,maria,moreno,1980-12-24,M6M61980,50854,martin,martinez,1980-01-06,M6M61980
302,34,50930,maria,moreno,1980-12-24,M6M61980,50854,martin,marbinez,1980-02-06,M6M61980
302,35,50930,maria,moreno,1980-12-24,M6M61980,50854,martin,martinez,1980-01-06,M6M61980
302,300,50930,maria,moreno,1980-12-24,M6M61980,50930,maria,moreno,1980-12-24,M6M61980
304,303,50238,allan,jenkins,1991-01-04,A4J51991,50238,allan,jenkinv,1991-01-04,A4J51991
308,306,6924,jimmie,moss,1944-05-13,J5M21944,6924,jimmie,moss,1944-05-13,J5M21944
313,312,3060,eprhiram,burnettb,1959-05-19,E1B61959,3060,eprhidam,burnetye,1959-05-19,E1B61959
317,316,18644,chrisgopher,watsin,1986-07-27,C6W31986,18644,christopher,watson,1986-07-27,C6W31986
318,27,50842,william,mulligan,1986-10-25,W4M41986,50842,william,mulligan,1986-10-25,W4M41986
320,27,50842,william,mullpgan,1986-10-25,W4M41986,50842,william,mulligan,1986-10-25,W4M41986
320,318,50842,william,mullpgan,1986-10-25,W4M41986,50842,william,mulligan,1986-10-25,W4M41986
322,321,48820,jermai,jassaint,1991-12-14,J6J21991,48820,jermai,jacsaint,1991-12-14,J6J21991
323,321,48820,jermai,jacsaint,1991-12-14,J6J21991,48820,jermai,jacsaint,1991-12-14,J6J21991
323,322,48820,jermai,jacsaint,1991-12-14,J6J21991,48820,jermai,jassaint,1991-12-14,J6J21991
326,325,50934,jose,escalante,1964-03-02,J2E21964,50934,jose,escatante,1964-07-02,J2E21964
329,328,40027,marvin,bennett,1962-07-10,M6B51962,40027,marvin,bennetr,1962-07-10,M6B51962
337,336,40907,ronald,singletary,1968-03-29,R5S51968,40907,ronald,singletary,1968-03-24,R5S51968
341,340,34505,samuel,judge,1986-09-06,S5J31986,34505,samuel,judge,1986-09-06,S5J31986
343,342,50929,linin,rincon,1993-03-25,L5R51993,50929,lenin,rincon,1993-08-25,L5R51993
344,342,50929,lenin,rincon,1993-03-25,L5R51993,50929,lenin,rincon,1993-08-25,L5R51993
344,343,50929,lenin,rincon,1993-03-25,L5R51993,50929,linin,rincon,1993-03-25,L5R51993
346,345,50916,paul,meli,1954-07-06,P4M41954,50916,paul,meli,1954-07-06,P4M41954
347,345,50916,paul,meli,1954-07-06,P4M41954,50916,paul,meli,1954-07-06,P4M41954
347,346,50916,paul,meli,1954-07-06,P4M41954,50916,paul,meli,1954-07-06,P4M41954
349,348,50918,tevin,montgomery,1991-06-20,T1M51991,50918,tevin,montgomery,1991-01-20,T1M51991
352,333,19206,jansrd,murphy,1992-09-16,J5M61992,30818,jonathan,mareed,1992-05-16,J5M61992
355,354,48829,angel,pino,1990-03-09,A5P51990,48829,angel,pnno,1990-03-09,A5P51990
356,354,48829,ansel,pino,1990-03-09,A5P51990,48829,angel,pnno,1990-03-09,A5P51990
356,355,48829,ansel,pino,1990-03-09,A5P51990,48829,angel,pino,1990-03-09,A5P51990
362,360,50925,keon,james,1984-11-10,K5J51984,50925,keon,jamxs,1984-11-10,K5J51984
364,363,6225,derion,mcreed,1990-07-03,D6M21990,6225,derion,mcremd,1990-07-01,D6M21990
365,363,6225,dyrion,mcrsed,1990-07-01,D6M21990,6225,derion,mcremd,1990-07-01,D6M21990
365,364,6225,dyrion,mcrsed,1990-07-01,D6M21990,6225,derion,mcreed,1990-07-03,D6M21990
367,366,50915,derek,joy,1967-11-17,D6J01967,50915,derek,joy,1967-11-16,D6J01967
371,370,50926,patrick,gadson,1985-10-20,P3G31985,50926,patrick,gadson,1985-10-10,P3G31985
373,372,50927,jeffrey,garcia,1990-01-06,J1G61990,50927,jefrrey,garcia,1990-01-06,J1G61990
374,372,50927,jeffrey,garcia,1990-01-06,J1G61990,50927,jefrrey,garcia,1990-01-06,J1G61990
374,373,50927,jeffrey,garcia,1990-01-06,J1G61990,50927,jeffrey,garcia,1990-01-06,J1G61990
376,375,50937,andrew,williams,1987-07-30,A5W41987,50937,andrew,williams,1987-07-30,A5W41987
377,375,50937,andrew,williams,1987-07-30,A5W41987,50937,andrew,williams,1987-07-30,A5W41987
377,376,50937,andrew,williams,1987-07-30,A5W41987,50937,andrew,williams,1987-07-30,A5W41987
380,379,6431,barop,howard,1986-05-24,B6H61986,6431,baron,howerd,1986-05-24,B6H61986
382,381,50919,dernafd,adderley,1988-05-29,D6A31988,50919,dernard,adderley,1988-05-29,D6A31988
383,381,50919,dernard,adderley,1988-05-29,D6A31988,50919,dernard,adderley,1988-05-29,D6A31988
383,382,50919,dernard,adderley,1988-05-29,D6A31988,50919,dernafd,adderley,1988-05-29,D6A31988
385,384,50922,ronnie,foley,1977-04-16,R5F41977,50922,ronnie,foley,1977-09-16,R5F41977
392,390,28061,stacey,martino,1964-07-02,S3M61964,28061,stacey,martino,1964-02-02,S3M61964
398,396,41515,anthony,perry,1984-08-15,A5P61984,41515,anthony,perry,1984-08-15,A5P61984
400,399,50945,pierre,brzedlove,1992-03-06,P6B61992,50945,pierre,breedlove,1992-03-06,P6B61992
401,399,50945,pierre,breqdlove,1992-03-06,P6B61992,50945,pierre,breedlove,1992-03-06,P6B61992
401,400,50945,pierre,breqdlove,1992-03-06,P6B61992,50945,pierre,brzedlove,1992-03-06,P6B61992
403,402,50943,sean,atkinstall,1985-06-01,S5A31985,50943,sean,atkinstall,1985-06-01,S5A31985
406,405,50939,shieem,moncrirffe,1997-06-18,S5M51997,50939,shieem,moncrieffe,1997-06-18,S5M51997
409,408,50940,lonnwe,childyess,1979-10-31,L5C41979,50940,lonnie,childress,1979-10-31,L5C41979
410,408,50940,lonnie,childreys,1979-10-31,L5C41979,50940,lonnie,childress,1979-10-31,L5C41979
410,409,50940,lonnie,childreys,1979-10-31,L5C41979,50940,lonnwe,childyess,1979-10-31,L5C41979
418,417,50947,smantoya,brown,1989-08-14,S5B61989,50947,shantqya,brown,1989-08-14,S5B61989
424,423,50944,marketta,burgess,1980-04-02,M6B61980,50944,marketta,burgess,1980-02-02,M6B61980
430,429,50942,pancia,gerald,1956-02-18,P5G61956,50942,pancia,gerald,1956-02-18,P5G61956
433,432,8812,donald,cartur,1989-09-27,D5C61989,8812,donald,carter,1989-09-27,D5C61989
434,432,8812,donald,carter,1989-09-21,D5C61989,8812,donald,carter,1989-09-27,D5C61989
434,433,8812,donald,carter,1989-09-21,D5C61989,8812,donald,cartur,1989-09-27,D5C61989
436,435,50962,elib,rivera,1988-05-26,E4R11988,50962,elio,rivera,1988-05-26,E4R11988
437,435,50962,elio,riveaa,1988-05-26,E4R11988,50962,elio,rivera,1988-05-26,E4R11988
437,436,50962,elio,riveaa,1988-05-26,E4R11988,50962,elib,rivera,1988-05-26,E4R11988
439,438,50953,tommy,walden,1960-10-04,T5W41960,50953,tommy,waldec,1960-10-04,T5W41960
442,441,50955,brcce,burdin,1970-10-18,B6B61970,50955,bruce,burdin,1970-10-08,B6B61970
443,441,50955,brune,burdxn,1970-10-18,B6B61970,50955,bruce,burdin,1970-10-08,B6B61970
443,442,50955,brune,burdxn,1970-10-18,B6B61970,50955,brcce,burdin,1970-10-18,B6B61970
448,447,50959,alfenso,puello,1933-03-07,A4P41933,50959,alfonso,puello,1933-03-07,A4P41933
449,447,50959,alfonso,puello,1933-03-07,A4P41933,50959,alfonso,puello,1933-03-07,A4P41933
449,448,50959,alfonso,puello,1933-03-07,A4P41933,50959,alfenso,puello,1933-03-07,A4P41933
452,450,50956,kenneth,sewell,1987-12-21,K5S41987,50956,kennwth,sewell,1987-12-21,K5S41987
454,453,50958,auta,goudreau,1966-06-22,A3G31966,50958,auta,guudreau,1966-06-22,A3G31966
455,453,50958,auta,goudreau,1966-06-22,A3G31966,50958,auta,guudreau,1966-06-22,A3G31966
455,454,50958,auta,goudreau,1966-06-22,A3G31966,50958,auta,goudreau,1966-06-22,A3G31966
460,459,8550,leon,jackson,1961-01-18,L5J21961,8550,leon,jackson,1961-01-18,L5J21961
463,462,50961,reinaldo,pena- gonzalez,1985-04-10,R5P51985,50961,reinaldo,pena-ngonzalez,1985-04-10,R5P51985
464,462,50961,reinaldo,pena- gonzalef,1985-04-10,R5P51985,50961,reinaldo,pena-ngonzalez,1985-04-10,R5P51985
464,463,50961,reinaldo,pena- gonzalef,1985-04-10,R5P51985,50961,reinaldo,pena- gonzalez,1985-04-10,R5P51985
467,465,37680,jean,guerrier,1970-03-10,J5G61970,37680,jean,guerrier,1970-03-10,J5G61970
469,468,50957,john,jones iii,1992-06-27,J5J51992,50957,john,jones iii,1992-06-27,J5J51992
471,445,15195,clinton,johnson,1991-01-15,C4J51991,15195,clinton,johnson,1991-01-15,C4J51991
472,445,15195,clinton,johnson,1991-01-15,C4J51991,15195,clinton,johnson,1991-01-15,C4J51991
472,471,15195,clinton,johnson,1991-01-15,C4J51991,15195,clinton,johnson,1991-01-15,C4J51991
473,445,15195,clintoy,johnson,1991-01-15,C4J51991,15195,clinton,johnson,1991-01-15,C4J51991
473,471,15195,clintoy,johnson,1991-01-15,C4J51991,15195,clinton,johnson,1991-01-15,C4J51991
473,472,15195,clintoy,johnson,1991-01-15,C4J51991,15195,clinton,johnson,1991-01-15,C4J51991
481,480,50960,shelani,burke,1985-09-26,S4B61985,50960,shelani,burke,1985-09-26,S4B61985
488,487,50952,susan,roberts,1977-09-04,S2R11977,50952,susan,roberts,1977-09-04,S2R11977
491,489,8888,dave,walker,1988-01-09,D1W41988,8888,dbve,walker,1988-01-09,D1W41988
494,493,50967,richard,mckenzie,1985-11-19,R2M21985,50967,richard,mckenzie,1985-11-11,R2M21985
496,495,50973,christina,maimone,1981-03-21,C6M51981,50973,christina,maimlne,1981-01-21,C6M51981
499,498,50980,dawn,ferrebee,1961-07-10,D5F61961,50980,dawn,ferrebed,1961-07-10,D5F61961
512,511,50978,taccular,matthews,1988-08-17,T2M31988,50978,taxcular,mhtthews,1988-08-17,T2M31988
514,513,50981,anthooy,strickland,1975-12-12,A5S31975,50981,anthony,strzckland,1975-12-12,A5S31975
518,516,42925,eliquisz,baska,1968-05-30,E4B21968,42925,eliguisz,baskp,1968-05-30,E4B21968
523,522,25604,thomas,inman,1976-05-27,T5I51976,25604,thomas,inman,1976-05-21,T5I51976
524,522,25604,thomau,inmam,1976-05-27,T5I51976,25604,thomas,inman,1976-05-21,T5I51976
524,523,25604,thomau,inmam,1976-05-27,T5I51976,25604,thomas,inman,1976-05-27,T5I51976
526,525,50972,thomas,zolnozski,1982-01-07,T5Z41982,50972,thomas,zolnowski,1982-01-02,T5Z41982
532,531,50977,nathaniel,cobbs,1978-04-27,N3C11978,50977,nathanien,cobbs,1978-04-27,N3C11978
533,531,50977,nathaniel,cobbs,1978-04-27,N3C11978,50977,nathanien,cobbs,1978-04-27,N3C11978
533,532,50977,nathaniel,cobbs,1978-04-27,N3C11978,50977,nathaniel,cobbs,1978-04-27,N3C11978
536,535,49128,devon,whitehead,1973-10-18,D1W31973,49128,devon,whitehead,1973-10-18,D1W31973
539,538,19434,bret,stratton,1981-12-02,B6S31981,19434,bret,strjtton,1981-12-02,B6S31981
541,540,50979,margarez,yuknuy,1986-05-24,M6Y21986,50979,marxaret,yuknus,1986-05-24,M6Y21986
542,540,50979,margaret,yuknus,1986-05-24,M6Y21986,50979,marxaret,yuknus,1986-05-24,M6Y21986
542,541,50979,margaret,yuknus,1986-05-24,M6Y21986,50979,margarez,yuknuy,1986-05-24,M6Y21986
545,544,50982,joseph,sisto,1981-03-26,J2S21981,50982,joseph,sisto,1981-03-26,J2S21981
548,547,50986,jehn,grant,1966-03-04,J5G61966,50986,jihn,granl,1966-03-04,J5G61966
550,549,50988,anne,carty,1989-09-10,A5C61989,50988,anne,carty,1989-09-10,A5C61989
551,549,50988,anne,carty,1989-09-10,A5C61989,50988,anne,carty,1989-09-10,A5C61989
551,550,50988,anne,carty,1989-09-10,A5C61989,50988,anne,carty,1989-09-10,A5C61989
553,552,50966,kevin,carr,1976-05-24,K1C61976,50966,kevin,carr,1976-05-29,K1C61976
554,552,50966,kevin,carr,1976-05-29,K1C61976,50966,kevin,carr,1976-05-29,K1C61976
554,553,50966,kevin,carr,1976-05-29,K1C61976,50966,kevin,carr,1976-05-24,K1C61976
560,558,51023,patricio,guillen,1977-06-25,P3G41977,51023,patricio,guillen,1977-06-25,P3G41977
563,562,50990,alfredo,gilez lopez,1986-01-15,A4G41986,50990,alkredo,gilez lopez,1986-01-17,A4G41986
565,564,41888,tishanna,gollette,1977-11-06,T2G41977,41888,tishanna,gollette,1977-11-06,T2G41977
568,567,50975,kennol,placil,1986-10-24,K5P41986,50975,kenzol,placil,1986-10-24,K5P41986
569,567,50975,kennol,placil,1986-10-24,K5P41986,50975,kenzol,placil,1986-10-24,K5P41986
569,568,50975,kennol,placil,1986-10-24,K5P41986,50975,kennol,placil,1986-10-24,K5P41986
572,571,50976,brandon,youn,1986-03-02,B6Y51986,50976,brandon,youn,1986-03-02,B6Y51986
575,574,50989,gabriel,lovato,1979-10-17,G1L11979,50989,gabriel,lovato,1979-10-17,G1L11979
581,580,50964,veronica,leonard,1991-09-29,V6L51991,50964,veronica,leonard,1991-09-29,V6L51991
590,589,50968,sean,naar,1987-01-25,S5N61987,50968,sean,naar,1987-01-25,S5N61987
599,598,50240,melanie,graham,1974-04-23,M4G61974,50240,melanie,graham,1974-04-29,M4G61974
602,600,44870,aaron,patterson,1965-09-13,A6P31965,44870,aaron,patterson,1965-09-13,A6P31965
