idx1,idx2,Person_ID_1,FirstName_1,LastName_1,DateOfBirth_1,blocking_key_1,Person_ID_2,FirstName_2,LastName_2,DateOfBirth_2,blocking_key_2,FirstName_sim,LastName_sim,DateOfBirth_eq,match_predito,match_verdadeiro
1990,1989,51395,dantae,roland,1984-08-12,D5R41984,51395,dantae,roland,1984-08-12,D5R41984,1.0,1.0,1,1,1
1991,1989,51395,dantae,roland,1984-08-12,D5R41984,51395,dantae,roland,1984-08-12,D5R41984,1.0,1.0,1,1,1
1991,1990,51395,dantae,roland,1984-08-12,D5R41984,51395,dantae,roland,1984-08-12,D5R41984,1.0,1.0,1,1,1
2051,2050,30377,michael,carrier,1991-11-19,M2C61991,30377,michael,carrier,1991-11-19,M2C61991,1.0,1.0,1,1,1
2090,2089,51448,carlos,molina,1985-02-19,C6M41985,51448,carlos,molina,1985-02-19,C6M41985,1.0,1.0,1,1,1
2114,2112,42530,matthew,daley,1993-07-05,M3D41993,42530,matmj,daley,1993-07-05,M3D41993,0.6761904761904761,1.0,1,1,1
2125,2124,8637,anthony,sanders,1988-04-06,A5S51988,8637,anthony,sanders,1988-04-04,A5S51988,1.0,1.0,0,1,1
2129,2127,51444,rachel,bollman,1982-08-24,R2B41982,51444,rachel,bollman,1982-08-24,R2B41982,1.0,1.0,1,1,1
2141,2139,51421,thomas,zaremba,1954-08-28,T5Z61954,51421,thane,zaremba,1954-08-28,T5Z61954,0.76,1.0,1,1,1
2159,361,51457,knt,chang,1984-08-16,K5C51984,50925,keon,cum,1984-11-10,K5C51984,0.5277777777777778,0.5111111111111111,0,0,0
2251,2250,51480,christopher,henry,1985-07-25,C6H51985,51480,christopher,henry,1985-07-25,C6H51985,1.0,1.0,1,1,1
2296,2295,51503,cody,rickard,1987-10-20,C3R21987,51503,cody,rickard,1987-10-21,C3R21987,1.0,1.0,0,1,1
2323,2322,51537,kennedy,stevens,1965-03-03,K5S31965,51537,kennedy,stevens,1965-03-09,K5S31965,1.0,1.0,0,1,1
2328,1612,51313,joshua,sanabria,1993-01-17,J2S51993,51313,joshua,sanabria,1993-01-13,J2S51993,1.0,1.0,0,1,1
2339,2338,43159,edward,richardson,1958-09-17,E3R21958,43159,edward,ricpard,1958-04-17,E3R21958,1.0,0.8733333333333334,0,1,1
2363,2361,51508,michael,waymire,1955-02-15,M2W51955,51508,michael,waymire,1955-06-15,M2W51955,1.0,1.0,0,1,1
2381,2380,51526,thomas,bickis,1989-07-03,T5B21989,51526,thomas,bickis,1989-07-13,T5B21989,1.0,1.0,0,1,1
2402,2050,51504,michael,cortez,1991-04-05,M2C61991,30377,michael,carrier,1991-11-19,M2C61991,1.0,0.6428571428571429,0,0,0
2402,2051,51504,michael,cortez,1991-04-05,M2C61991,30377,michael,carrier,1991-11-19,M2C61991,1.0,0.6428571428571429,0,0,0
2428,2427,51544,reneca,turner-davis,1978-09-30,R5T61978,51544,reneca,turner-davis,1978-09-30,R5T61978,1.0,1.0,1,1,1
2495,2494,51561,daniel,weisberger,1986-07-15,D5W21986,51561,daniel,weisberger,1986-07-15,D5W21986,1.0,1.0,1,1,1
2501,2499,51581,grace,malloy,1940-07-19,G6M41940,51581,grace,malloy,1940-07-19,G6M41940,1.0,1.0,1,1,1
2504,2502,51569,carlos,ae,1975-09-05,C6A01975,51569,carlos,a,1975-09-06,C6A01975,1.0,0.8500000000000001,0,1,1
2506,2505,51550,karl,cbkerriv,1993-01-20,K6C11993,51550,karl,coferrivera,1993-03-20,K6C11993,1.0,0.7886363636363636,0,1,1
2507,2505,51550,karl,coferrivera,1993-03-25,K6C11993,51550,karl,coferrivera,1993-03-20,K6C11993,1.0,1.0,0,1,1
2507,2506,51550,karl,coferrivera,1993-03-25,K6C11993,51550,karl,cbkerriv,1993-01-20,K6C11993,1.0,0.7886363636363636,0,1,1
2531,2529,51553,florizel,rowe,1987-12-09,F4R01987,51553,florizel,rowe,1987-12-09,F4R01987,1.0,1.0,1,1,1
2550,245,51547,teron,zt,1985-10-02,T6Z31985,50883,tyrone,zytx,1985-01-24,T6Z31985,0.8400000000000001,0.8500000000000001,0,0,0
2554,2553,45225,lavonta,smalls,1993-11-08,L1S51993,45225,lavonta,smalls,1993-11-08,L1S51993,1.0,1.0,1,1,1
2633,2631,51615,alajoyichs,caldwell,1991-05-06,A4C41991,51615,alan-michael,caldwell,1991-05-01,A4C41991,0.79,1.0,0,1,1
2664,853,27056,raymon,fzhqin,1979-12-02,R5F21979,51080,ryan,fzlb,1979-03-08,R5F21979,0.825,0.611111111111111,0,0,0
2702,2700,51630,alejandro,perez,1983-06-17,A4P61983,51630,alejandro,perez,1983-07-13,A4P61983,1.0,1.0,0,1,1
2705,2704,51616,andre,hamilton,1976-09-22,A5H51976,51616,andre,hamilton,1976-09-22,A5H51976,1.0,1.0,1,1,1
2722,2721,51623,frederick,gallaway,1976-09-22,F6G41976,51623,frederick,gallbz,1976-09-22,F6G41976,1.0,0.8333333333333334,1,1,1
2737,2736,41024,brandon,amato,1992-08-05,B6A51992,41024,brandon,amato,1992-08-05,B6A51992,1.0,1.0,1,1,1
2741,2740,51641,elena,gokun diaz pena,1988-08-19,E4G21988,51641,elena,gokun diaz pena,1988-02-19,E4G21988,1.0,1.0,0,1,1
2767,2766,51636,jasmine,cureton,1994-08-24,J2C61994,51636,jasmine,cureton,1994-08-24,J2C61994,1.0,1.0,1,1,1
2770,2455,20568,lo,ferry,1991-09-06,L0F61991,51556,l,farlow,1991-06-06,L0F61991,0.8500000000000001,0.5777777777777778,0,0,0
2810,2808,51651,jeefs,fuewwe,1963-08-09,J1F01963,51651,juif,fo,1963-08-09,J1F01963,0.6333333333333333,0.5555555555555555,1,0,1
2818,2817,51675,john,sa,1960-06-29,J5S01960,51675,john,sw,1960-09-29,J5S01960,1.0,0.6666666666666666,0,0,1
2834,2832,51673,ernest,forestal,1993-01-15,E6F61993,51673,ernest,forestal,1993-01-15,E6F61993,1.0,1.0,1,1,1
2854,2853,6436,janice,demps,1984-09-09,J5D51984,6436,janice,demps,1984-04-29,J5D51984,1.0,1.0,0,1,1
2876,2874,51668,jaime,rivas,1979-12-31,J5R11979,51668,jaime,rivas,1979-12-21,J5R11979,1.0,1.0,0,1,1
2915,2914,51683,brent,gillet,1987-08-14,B6G41987,51683,brent,gillet,1987-05-14,B6G41987,1.0,1.0,0,1,1
2965,1644,49853,de,fowler,1994-06-07,D0F41994,51273,d,fletcher,1994-06-07,D0F41994,0.8500000000000001,0.75,1,1,0
2966,2964,49853,devonte,fowler,1994-06-04,D1F41994,49853,devonte,fowler,1994-06-09,D1F41994,1.0,1.0,0,1,1
2971,2970,51694,erin,lyman,1989-01-04,E6L51989,51694,erin,lyman,1989-09-04,E6L51989,1.0,1.0,0,1,1
3026,3024,12165,micholas,mathes,1988-05-18,M2M31988,12165,mmc,mathes,1988-05-18,M2M31988,0.6388888888888888,1.0,1,1,1
3028,3027,45036,marie,brown,1975-01-30,M6B61975,45036,marie,brown,1975-01-30,M6B61975,1.0,1.0,1,1,1
3031,213,47826,ahmad,u,1987-03-25,A5U01987,50885,amrnt,uhi,1987-03-12,A5U01987,0.6,0.7999999999999999,0,0,0
3089,3087,31084,james,g,1973-10-07,J5G01973,31084,james,gee,1973-10-01,J5G01973,1.0,0.7999999999999999,0,1,1
3094,3093,51712,dominique,dent,1991-01-22,D5D51991,51712,dominique,dent,1991-01-22,D5D51991,1.0,1.0,1,1,1
3179,3178,51778,william,celowanchick,1984-01-24,W4C41984,51778,william,celowanchick,1984-03-24,W4C41984,1.0,1.0,0,1,1
3208,3207,41518,melissa,pxmu,1967-01-25,M4P21967,41518,melissa,pkqdq,1967-01-26,M4P21967,1.0,0.4833333333333333,0,0,1
3230,3228,51776,christopher,tirado,1979-06-22,C6T61979,51776,chreotr,tir,1979-06-29,C6T61979,0.8217171717171717,0.8833333333333334,0,0,1
3267,686,51756,xi,russo,1988-03-16,X0R21988,9938,xq,richards,1988-09-20,X0R21988,0.6666666666666666,0.4416666666666666,0,0,0
3277,3276,51761,maurice,knight,1979-05-06,M6K51979,51761,maurice,knight,1979-07-06,M6K51979,1.0,1.0,0,1,1
3278,3276,51761,maurice,kmqhu,1979-05-06,M6K51979,51761,maurice,knight,1979-07-06,M6K51979,1.0,0.5777777777777778,0,0,1
3278,3277,51761,maurice,kmqhu,1979-05-06,M6K51979,51761,maurice,knight,1979-05-06,M6K51979,1.0,0.5777777777777778,1,1,1
3284,3283,51798,roberto,gonzalez,1985-07-30,R1G51985,51798,roberto,gonzalez,1985-07-30,R1G51985,1.0,1.0,1,1,1
3298,3297,48340,sammy,worthy,1976-04-17,S5W61976,48340,sammy,worthy,1976-04-17,S5W61976,1.0,1.0,1,1,1
3307,3306,51784,brian,williams,1970-04-21,B6W41970,51784,brian,williams,1970-04-21,B6W41970,1.0,1.0,1,1,1
3365,3364,51800,douglas,jones,1968-05-23,D2J51968,51800,douglas,jones,1968-05-13,D2J51968,1.0,1.0,0,1,1
3409,3408,51812,ldtr,jackson,1963-06-30,L3J21963,51812,lloyd,jackson,1963-06-30,L3J21963,0.4833333333333333,1.0,1,1,1
3416,3414,37668,gary,cunningham,1992-01-28,G6C51992,37668,gary,cunningham,1992-01-28,G6C51992,1.0,1.0,1,1,1
3472,3471,51827,cwgrl,joseph,1957-07-29,C6J21957,51827,charles,joseph,1957-07-29,C6J21957,0.6761904761904761,1.0,1,1,1
3535,3534,44922,steven,odonnell,1986-09-16,S3O31986,44922,steven,odonnell,1986-09-16,S3O31986,1.0,1.0,1,1,1
3569,3567,51860,charles,husey,1988-08-31,C6H21988,51860,charles,husey,1988-08-31,C6H21988,1.0,1.0,1,1,1
3575,3573,51865,brian,wheeler,1962-02-10,B6W41962,51865,brian,wheeler,1962-02-10,B6W41962,1.0,1.0,1,1,1
3596,1281,41617,amanda,stp,1987-06-27,A5S31987,49677,andrew,stark,1987-03-09,A5S31987,0.6666666666666666,0.6888888888888888,0,0,0
3614,3532,51133,jong,lee,1957-04-28,J5L01957,51133,jong,lee,1957-04-28,J5L01957,1.0,1.0,1,1,1
3634,3633,51924,ronald,scott,1957-07-01,R5S31957,51924,ronald,scott,1957-07-01,R5S31957,1.0,1.0,1,1,1
3647,3645,51182,richard,chacon,1986-08-08,R2C21986,51182,richard,chacon,1986-08-08,R2C21986,1.0,1.0,1,1,1
3655,3654,51896,edwin,mercado-comacho,1983-04-09,E3M61983,51896,edwin,mercado-comacho,1983-04-01,E3M61983,1.0,1.0,0,1,1
3656,3654,51896,etr,merca,1983-04-01,E3M61983,51896,edwin,mercado-comacho,1983-04-01,E3M61983,0.5111111111111111,0.8666666666666666,1,1,1
3656,3655,51896,etr,merca,1983-04-01,E3M61983,51896,edwin,mercado-comacho,1983-04-09,E3M61983,0.5111111111111111,0.8666666666666666,0,0,1
3686,3684,51897,tommy,turner,1988-09-13,T5T61988,51897,tommy,turner,1988-09-13,T5T61988,1.0,1.0,1,1,1
3700,3699,51915,jxsbpc,johnson,1982-03-01,J1J51982,51915,jeve,johnson,1982-03-01,J1J51982,0.4722222222222221,1.0,1,1,1
3712,3711,51891,philip,picard,1994-08-22,P4P21994,51891,philip,picard,1994-08-22,P4P21994,1.0,1.0,1,1,1
3740,3738,43765,natalie,baitz,1989-01-18,N3B31989,43765,natalie,baitz,1989-01-18,N3B31989,1.0,1.0,1,1,1
3770,3769,16964,trevor,lamons,1987-09-19,T6L51987,16964,trevor,lamons,1987-09-19,T6L51987,1.0,1.0,1,1,1
3782,3780,34002,roderick,howell,1990-05-07,R3H41990,34002,roderick,howell,1990-05-07,R3H41990,1.0,1.0,1,1,1
3785,3783,51965,andre,wilson,1983-11-30,A5W41983,51965,andre,wl,1983-11-30,A5W41983,1.0,0.7999999999999999,1,1,1
3850,289,50906,rashaun,dubose,1990-12-24,R2D11990,50923,rk,daphnis,1990-07-05,R2D11990,0.5476190476190476,0.5396825396825397,0,0,0
3859,3858,51963,robert,reynolds,1986-03-01,R1R51986,51963,robert,reynolds,1986-03-01,R1R51986,1.0,1.0,1,1,1
3878,3876,51957,chanel,e,1980-12-01,C5E01980,51957,chanel,e,1980-12-01,C5E01980,1.0,1.0,1,1,1
3896,3894,51969,jorge,moreno,1957-09-15,J6M61957,51969,jorge,moreno,1957-09-15,J6M61957,1.0,1.0,1,1,1
3902,3900,51962,marques,hawks,1987-03-21,M6H21987,51962,marques,hawks,1987-03-21,M6H21987,1.0,1.0,1,1,1
3962,418,52020,sonia,burca,1989-06-20,S5B61989,50947,shantoya,brown,1989-08-14,S5B61989,0.5472222222222222,0.6,0,0,0
3967,3966,51979,michael,spetsieris,1979-12-07,M2S11979,51979,micqz,spetsieris,1979-12-07,M2S11979,0.6761904761904761,1.0,1,1,1
3979,3978,52013,wilfredo,alejo-dominguez,1984-05-10,W4A41984,52013,wol,alejo-dominguez,1984-05-18,W4A41984,0.6388888888888888,1.0,0,0,1
4006,4005,51976,eric,broadway,1987-11-24,E6B61987,51976,eric,broadway,1987-11-22,E6B61987,1.0,1.0,0,1,1
4027,4026,52018,gregory,richardson,1957-10-26,G6R21957,52018,gregory,richardson,1957-10-23,G6R21957,1.0,1.0,0,1,1
4049,4047,52035,aleshea,king,1983-04-05,A4K51983,52035,aleshea,king,1983-04-05,A4K51983,1.0,1.0,1,1,1
4106,4104,52034,jonathan,alexander,1993-08-15,J5A41993,52034,jonathan,alexander,1993-08-15,J5A41993,1.0,1.0,1,1,1
4133,4132,52047,charles,frye,1979-02-08,C6F61979,52047,charles,frye,1979-01-07,C6F61979,1.0,1.0,0,1,1
4139,4138,52050,donald,ryan,1966-08-15,D5R51966,52050,donald,ryan,1966-08-15,D5R51966,1.0,1.0,1,1,1
4210,4209,52060,raul,castro,1973-03-12,R4C21973,52060,raul,castro,1973-03-12,R4C21973,1.0,1.0,1,1,1
4232,4230,52084,elliott,manigo,1954-11-02,E4M51954,52084,elliott,manigo,1954-12-06,E4M51954,1.0,1.0,0,1,1
4266,2736,41024,brhndx,amato,1992-08-05,B6A51992,41024,brandon,amato,1992-08-05,B6A51992,0.7968253968253969,1.0,1,1,1
4266,2737,41024,brhndx,amato,1992-08-05,B6A51992,41024,brandon,amato,1992-08-05,B6A51992,0.7968253968253969,1.0,1,1,1
4267,2736,41024,brandon,amato,1992-08-05,B6A51992,41024,brandon,amato,1992-08-05,B6A51992,1.0,1.0,1,1,1
4267,2737,41024,brandon,amato,1992-08-05,B6A51992,41024,brandon,amato,1992-08-05,B6A51992,1.0,1.0,1,1,1
4267,4266,41024,brandon,amato,1992-08-05,B6A51992,41024,brhndx,amato,1992-08-05,B6A51992,0.7968253968253969,1.0,1,1,1
