idx1,idx2,Person_ID_1,FirstName_1,LastName_1,DateOfBirth_1,blocking_key_1,Person_ID_2,FirstName_2,LastName_2,DateOfBirth_2,blocking_key_2,FirstName_sim,LastName_sim,DateOfBirth_eq
44,42,50851,dorean,nairn,1979,D650N6501979,50851,dorean,nairn,1979,D650N6501979,1.0,1.0,1
44,43,50851,dorean,nairn,1979,D650N6501979,50851,dorean,nairn,1979,D650N6501979,1.0,1.0,1
46,45,50856,evience,aime,2070,E152A5002070,50856,evience,aime,2070,E152A5002070,1.0,1.0,1
47,45,50856,evience,aime,2070,E152A5002070,50856,evience,aime,2070,E152A5002070,1.0,1.0,1
47,46,50856,evience,aime,2070,E152A5002070,50856,evience,aime,2070,E152A5002070,1.0,1.0,1
49,48,50862,mckenzie,reijonen,1991,M252R2551991,50862,mckenzie,reijonen,1991,M252R2551991,1.0,1.0,1
50,48,50862,mckenzie,reijonen,1991,M252R2551991,50862,mckenzie,reijonen,1991,M252R2551991,1.0,1.0,1
50,49,50862,mckenzie,reijonen,1991,M252R2551991,50862,mckenzie,reijonen,1991,M252R2551991,1.0,1.0,1
52,51,50873,louis,sells,1985,L200S4201985,50873,louis,sells,1985,L200S4201985,1.0,1.0,1
53,51,50873,louis,sells,1985,L200S4201985,50873,louis,sells,1985,L200S4201985,1.0,1.0,1
53,52,50873,louis,sells,1985,L200S4201985,50873,louis,sells,1985,L200S4201985,1.0,1.0,1
55,54,50868,nadia,jorfe,1984,N300J6101984,50868,nadia,jorfe,1984,N300J6101984,1.0,1.0,1
56,54,50868,nadia,jorfe,1984,N300J6101984,50868,nadia,jorfe,1984,N300J6101984,1.0,1.0,1
56,55,50868,nadia,jorfe,1984,N300J6101984,50868,nadia,jorfe,1984,N300J6101984,1.0,1.0,1
58,57,44757,herns,jacques,1975,H652J2201975,44757,herns,jacques,1975,H652J2201975,1.0,1.0,1
59,57,44757,herns,jacques,1975,H652J2201975,44757,herns,jacques,1975,H652J2201975,1.0,1.0,1
59,58,44757,herns,jacques,1975,H652J2201975,44757,herns,jacques,1975,H652J2201975,1.0,1.0,1
61,60,50880,demetrius,weeks,2073,D536W2002073,50880,demetrius,weeks,2073,D536W2002073,1.0,1.0,1
62,60,50880,demetrius,weeks,2073,D536W2002073,50880,demetrius,weeks,2073,D536W2002073,1.0,1.0,1
62,61,50880,demetrius,weeks,2073,D536W2002073,50880,demetrius,weeks,2073,D536W2002073,1.0,1.0,1
64,63,46600,wacaltos,virgile,1988,W243V6241988,46600,wacaltos,virgile,1988,W243V6241988,1.0,1.0,1
65,63,46600,wacaltos,virgile,1988,W243V6241988,46600,wacaltos,virgile,1988,W243V6241988,1.0,1.0,1
65,64,46600,wacaltos,virgile,1988,W243V6241988,46600,wacaltos,virgile,1988,W243V6241988,1.0,1.0,1
67,66,50858,elizabeth,maddox,1981,E421M3201981,50858,elizabeth,maddox,1981,E421M3201981,1.0,1.0,1
68,66,50858,elizabeth,maddox,1981,E421M3201981,50858,elizabeth,maddox,1981,E421M3201981,1.0,1.0,1
68,67,50858,elizabeth,maddox,1981,E421M3201981,50858,elizabeth,maddox,1981,E421M3201981,1.0,1.0,1
70,69,50864,jules,canuet,1989,J420C5301989,50864,jules,canuet,1989,J420C5301989,1.0,1.0,1
71,69,50864,jules,canuet,1989,J420C5301989,50864,jules,canuet,1989,J420C5301989,1.0,1.0,1
71,70,50864,jules,canuet,1989,J420C5301989,50864,jules,canuet,1989,J420C5301989,1.0,1.0,1
73,72,50865,natacha,cherenfant,1980,N320C6511980,50865,natacha,cherenfant,1980,N320C6511980,1.0,1.0,1
74,72,50865,natacha,cherenfant,1980,N320C6511980,50865,natacha,cherenfant,1980,N320C6511980,1.0,1.0,1
74,73,50865,natacha,cherenfant,1980,N320C6511980,50865,natacha,cherenfant,1980,N320C6511980,1.0,1.0,1
76,75,50871,ricky,brownlee,1975,R200B6541975,50871,ricky,brownlee,1975,R200B6541975,1.0,1.0,1
77,75,50871,ricky,brownlee,1975,R200B6541975,50871,ricky,brownlee,1975,R200B6541975,1.0,1.0,1
77,76,50871,ricky,brownlee,1975,R200B6541975,50871,ricky,brownlee,1975,R200B6541975,1.0,1.0,1
79,78,50875,daniel,renz,1978,D540R5201978,50875,daniel,renz,1978,D540R5201978,1.0,1.0,1
80,78,50875,daniel,renz,1978,D540R5201978,50875,daniel,renz,1978,D540R5201978,1.0,1.0,1
80,79,50875,daniel,renz,1978,D540R5201978,50875,daniel,renz,1978,D540R5201978,1.0,1.0,1
82,81,29205,akeine,banner,1988,A250B5601988,29205,akeine,banner,1988,A250B5601988,1.0,1.0,1
83,81,29205,akeine,banner,1988,A250B5601988,29205,akeine,banner,1988,A250B5601988,1.0,1.0,1
83,82,29205,akeine,banner,1988,A250B5601988,29205,akeine,banner,1988,A250B5601988,1.0,1.0,1
85,84,31285,zackery,deutsch,1992,Z260D3201992,31285,zackery,deutsch,1992,Z260D3201992,1.0,1.0,1
86,84,31285,zackery,deutsch,1992,Z260D3201992,31285,zackery,deutsch,1992,Z260D3201992,1.0,1.0,1
86,85,31285,zackery,deutsch,1992,Z260D3201992,31285,zackery,deutsch,1992,Z260D3201992,1.0,1.0,1
88,87,50872,tracy,cross,1994,T620C6201994,50872,tracy,cross,1994,T620C6201994,1.0,1.0,1
89,87,50872,tracy,cross,1994,T620C6201994,50872,tracy,cross,1994,T620C6201994,1.0,1.0,1
89,88,50872,tracy,cross,1994,T620C6201994,50872,tracy,cross,1994,T620C6201994,1.0,1.0,1
91,90,50860,melvin,stewart,1989,M415S3631989,50860,melvin,stewart,1989,M415S3631989,1.0,1.0,1
92,90,50860,melvin,stewart,1989,M415S3631989,50860,melvin,stewart,1989,M415S3631989,1.0,1.0,1
92,91,50860,melvin,stewart,1989,M415S3631989,50860,melvin,stewart,1989,M415S3631989,1.0,1.0,1
94,93,50861,rebecca,lowery,2060,R120L6002060,50861,rebecca,lowery,2060,R120L6002060,1.0,1.0,1
95,93,50861,rebecca,lowery,2060,R120L6002060,50861,rebecca,lowery,2060,R120L6002060,1.0,1.0,1
95,94,50861,rebecca,lowery,2060,R120L6002060,50861,rebecca,lowery,2060,R120L6002060,1.0,1.0,1
97,96,50879,freddie,bush,2067,F630B2002067,50879,freddie,bush,2067,F630B2002067,1.0,1.0,1
98,96,50879,freddie,bush,2067,F630B2002067,50879,freddie,bush,2067,F630B2002067,1.0,1.0,1
98,97,50879,freddie,bush,2067,F630B2002067,50879,freddie,bush,2067,F630B2002067,1.0,1.0,1
100,99,50866,gary,schwab,2055,G600S1002055,50866,gary,schwab,2055,G600S1002055,1.0,1.0,1
101,99,50866,gary,schwab,2055,G600S1002055,50866,gary,schwab,2055,G600S1002055,1.0,1.0,1
101,100,50866,gary,schwab,2055,G600S1002055,50866,gary,schwab,2055,G600S1002055,1.0,1.0,1
103,102,46280,victor,morales,1984,V236M6421984,46280,victor,morales,1984,V236M6421984,1.0,1.0,1
104,102,46280,victor,morales,1984,V236M6421984,46280,victor,morales,1984,V236M6421984,1.0,1.0,1
104,103,46280,victor,morales,1984,V236M6421984,46280,victor,morales,1984,V236M6421984,1.0,1.0,1
106,105,50876,vanessa,albino,2074,V520A4152074,50876,vanessa,albino,2074,V520A4152074,1.0,1.0,1
107,105,50876,vanessa,albino,2074,V520A4152074,50876,vanessa,albino,2074,V520A4152074,1.0,1.0,1
107,106,50876,vanessa,albino,2074,V520A4152074,50876,vanessa,albino,2074,V520A4152074,1.0,1.0,1
109,108,50859,victor,lee,1987,V236L0001987,50859,victor,lee,1987,V236L0001987,1.0,1.0,1
110,108,50859,victor,lee,1987,V236L0001987,50859,victor,lee,1987,V236L0001987,1.0,1.0,1
110,109,50859,victor,lee,1987,V236L0001987,50859,victor,lee,1987,V236L0001987,1.0,1.0,1
112,111,50863,charles,mccord,1991,C642M2631991,50863,charles,mccord,1991,C642M2631991,1.0,1.0,1
113,111,50863,charles,mccord,1991,C642M2631991,50863,charles,mccord,1991,C642M2631991,1.0,1.0,1
113,112,50863,charles,mccord,1991,C642M2631991,50863,charles,mccord,1991,C642M2631991,1.0,1.0,1
115,114,50869,fred,ruff,2043,F630R1002043,50869,fred,ruff,2043,F630R1002043,1.0,1.0,1
116,114,50869,fred,ruff,2043,F630R1002043,50869,fred,ruff,2043,F630R1002043,1.0,1.0,1
116,115,50869,fred,ruff,2043,F630R1002043,50869,fred,ruff,2043,F630R1002043,1.0,1.0,1
118,117,42067,craig,casselman,1977,C620C2451977,42067,craig,casselman,1977,C620C2451977,1.0,1.0,1
119,117,42067,craig,casselman,1977,C620C2451977,42067,craig,casselman,1977,C620C2451977,1.0,1.0,1
119,118,42067,craig,casselman,1977,C620C2451977,42067,craig,casselman,1977,C620C2451977,1.0,1.0,1
121,120,50857,jenay,doe,1987,J500D0001987,50857,jenay,doe,1987,J500D0001987,1.0,1.0,1
122,120,50857,jenay,doe,1987,J500D0001987,50857,jenay,doe,1987,J500D0001987,1.0,1.0,1
122,121,50857,jenay,doe,1987,J500D0001987,50857,jenay,doe,1987,J500D0001987,1.0,1.0,1
124,123,43080,taquawn,davis,1984,T250D1201984,43080,taquawn,davis,1984,T250D1201984,1.0,1.0,1
125,123,43080,taquawn,davis,1984,T250D1201984,43080,taquawn,davis,1984,T250D1201984,1.0,1.0,1
125,124,43080,taquawn,davis,1984,T250D1201984,43080,taquawn,davis,1984,T250D1201984,1.0,1.0,1
127,126,50870,michael,wiggins,1989,M240W2521989,50870,michael,wiggins,1989,M240W2521989,1.0,1.0,1
128,126,50870,michael,wiggins,1989,M240W2521989,50870,michael,wiggins,1989,M240W2521989,1.0,1.0,1
128,127,50870,michael,wiggins,1989,M240W2521989,50870,michael,wiggins,1989,M240W2521989,1.0,1.0,1
130,129,50874,veronica,talavera,2067,V652T4162067,50874,veronica,talavera,2067,V652T4162067,1.0,1.0,1
131,129,50874,veronica,talavera,2067,V652T4162067,50874,veronica,talavera,2067,V652T4162067,1.0,1.0,1
131,130,50874,veronica,talavera,2067,V652T4162067,50874,veronica,talavera,2067,V652T4162067,1.0,1.0,1
133,132,50886,leon,wallace,1983,L500W4201983,50886,leon,wallace,1983,L500W4201983,1.0,1.0,1
134,132,50886,leon,wallace,1983,L500W4201983,50886,leon,wallace,1983,L500W4201983,1.0,1.0,1
134,133,50886,leon,wallace,1983,L500W4201983,50886,leon,wallace,1983,L500W4201983,1.0,1.0,1
136,135,50907,frederick,estey,1977,F636E2301977,50907,frederick,estey,1977,F636E2301977,1.0,1.0,1
137,135,50907,frederick,estey,1977,F636E2301977,50907,frederick,estey,1977,F636E2301977,1.0,1.0,1
137,136,50907,frederick,estey,1977,F636E2301977,50907,frederick,estey,1977,F636E2301977,1.0,1.0,1
139,138,50887,theona,alleyne,1979,T500A4501979,50887,theona,alleyne,1979,T500A4501979,1.0,1.0,1
140,138,50887,theona,alleyne,1979,T500A4501979,50887,theona,alleyne,1979,T500A4501979,1.0,1.0,1
140,139,50887,theona,alleyne,1979,T500A4501979,50887,theona,alleyne,1979,T500A4501979,1.0,1.0,1
142,141,50892,omar,yunis,1992,O560Y5201992,50892,omar,yunis,1992,O560Y5201992,1.0,1.0,1
143,141,50892,omar,yunis,1992,O560Y5201992,50892,omar,yunis,1992,O560Y5201992,1.0,1.0,1
143,142,50892,omar,yunis,1992,O560Y5201992,50892,omar,yunis,1992,O560Y5201992,1.0,1.0,1
145,144,18293,norris,holiday,1986,N620H4301986,18293,norris,holiday,1986,N620H4301986,1.0,1.0,1
146,144,18293,norris,holiday,1986,N620H4301986,18293,norris,holiday,1986,N620H4301986,1.0,1.0,1
146,145,18293,norris,holiday,1986,N620H4301986,18293,norris,holiday,1986,N620H4301986,1.0,1.0,1
148,147,50913,james,augustin,1985,J520A2231985,50913,james,augustin,1985,J520A2231985,1.0,1.0,1
149,147,50913,james,augustin,1985,J520A2231985,50913,james,augustin,1985,J520A2231985,1.0,1.0,1
149,148,50913,james,augustin,1985,J520A2231985,50913,james,augustin,1985,J520A2231985,1.0,1.0,1
151,150,50882,milton,mobley,1987,M435M1401987,50882,milton,mobley,1987,M435M1401987,1.0,1.0,1
152,150,50882,milton,mobley,1987,M435M1401987,50882,milton,mobley,1987,M435M1401987,1.0,1.0,1
152,151,50882,milton,mobley,1987,M435M1401987,50882,milton,mobley,1987,M435M1401987,1.0,1.0,1
154,153,50899,christian,wiegley,2068,C623W2402068,50899,christian,wiegley,2068,C623W2402068,1.0,1.0,1
155,153,50899,christian,wiegley,2068,C623W2402068,50899,christian,wiegley,2068,C623W2402068,1.0,1.0,1
155,154,50899,christian,wiegley,2068,C623W2402068,50899,christian,wiegley,2068,C623W2402068,1.0,1.0,1
157,156,50905,ernso,delva,1982,E652D4101982,50905,ernso,delva,1982,E652D4101982,1.0,1.0,1
158,156,50905,ernso,delva,1982,E652D4101982,50905,ernso,delva,1982,E652D4101982,1.0,1.0,1
158,157,50905,ernso,delva,1982,E652D4101982,50905,ernso,delva,1982,E652D4101982,1.0,1.0,1
160,159,50890,paul,brown,2071,P400B6502071,50890,paul,brown,2071,P400B6502071,1.0,1.0,1
161,159,50890,paul,brown,2071,P400B6502071,50890,paul,brown,2071,P400B6502071,1.0,1.0,1
161,160,50890,paul,brown,2071,P400B6502071,50890,paul,brown,2071,P400B6502071,1.0,1.0,1
163,162,50902,gina,leon,1978,G500L5001978,50902,gina,leon,1978,G500L5001978,1.0,1.0,1
164,162,50902,gina,leon,1978,G500L5001978,50902,gina,leon,1978,G500L5001978,1.0,1.0,1
164,163,50902,gina,leon,1978,G500L5001978,50902,gina,leon,1978,G500L5001978,1.0,1.0,1
166,165,50903,evens,pericles,2066,E152P6242066,50903,evens,pericles,2066,E152P6242066,1.0,1.0,1
167,165,50903,evens,pericles,2066,E152P6242066,50903,evens,pericles,2066,E152P6242066,1.0,1.0,1
167,166,50903,evens,pericles,2066,E152P6242066,50903,evens,pericles,2066,E152P6242066,1.0,1.0,1
169,168,50889,eimar,galvis,1987,E560G4121987,50889,eimar,galvis,1987,E560G4121987,1.0,1.0,1
170,168,50889,eimar,galvis,1987,E560G4121987,50889,eimar,galvis,1987,E560G4121987,1.0,1.0,1
170,169,50889,eimar,galvis,1987,E560G4121987,50889,eimar,galvis,1987,E560G4121987,1.0,1.0,1
172,171,50911,claudine,heslop,1982,C435H2411982,50911,claudine,heslop,1982,C435H2411982,1.0,1.0,1
173,171,50911,claudine,heslop,1982,C435H2411982,50911,claudine,heslop,1982,C435H2411982,1.0,1.0,1
173,172,50911,claudine,heslop,1982,C435H2411982,50911,claudine,heslop,1982,C435H2411982,1.0,1.0,1
175,174,50884,jermaine,buchanan,2073,J655B2552073,50884,jermaine,buchanan,2073,J655B2552073,1.0,1.0,1
176,174,50884,jermaine,buchanan,2073,J655B2552073,50884,jermaine,buchanan,2073,J655B2552073,1.0,1.0,1
176,175,50884,jermaine,buchanan,2073,J655B2552073,50884,jermaine,buchanan,2073,J655B2552073,1.0,1.0,1
178,177,50909,frederick,bedell,2059,F636B3402059,50909,frederick,bedell,2059,F636B3402059,1.0,1.0,1
179,177,50909,frederick,bedell,2059,F636B3402059,50909,frederick,bedell,2059,F636B3402059,1.0,1.0,1
179,178,50909,frederick,bedell,2059,F636B3402059,50909,frederick,bedell,2059,F636B3402059,1.0,1.0,1
181,180,50896,douglas,lutz,2047,D242L3202047,50896,douglas,lutz,2047,D242L3202047,1.0,1.0,1
182,180,50896,douglas,lutz,2047,D242L3202047,50896,douglas,lutz,2047,D242L3202047,1.0,1.0,1
182,181,50896,douglas,lutz,2047,D242L3202047,50896,douglas,lutz,2047,D242L3202047,1.0,1.0,1
184,183,50881,willie,wiggins,2062,W400W2522062,50881,willie,wiggins,2062,W400W2522062,1.0,1.0,1
185,183,50881,willie,wiggins,2062,W400W2522062,50881,willie,wiggins,2062,W400W2522062,1.0,1.0,1
185,184,50881,willie,wiggins,2062,W400W2522062,50881,willie,wiggins,2062,W400W2522062,1.0,1.0,1
187,186,50893,cristina,warman,1992,C623W6551992,50893,cristina,warman,1992,C623W6551992,1.0,1.0,1
188,186,50893,cristina,warman,1992,C623W6551992,50893,cristina,warman,1992,C623W6551992,1.0,1.0,1
188,187,50893,cristina,warman,1992,C623W6551992,50893,cristina,warman,1992,C623W6551992,1.0,1.0,1
190,189,19327,paul,gonzalez,2070,P400G5242070,19327,paul,gonzalez,2070,P400G5242070,1.0,1.0,1
191,189,19327,paul,gonzalez,2070,P400G5242070,19327,paul,gonzalez,2070,P400G5242070,1.0,1.0,1
191,190,19327,paul,gonzalez,2070,P400G5242070,19327,paul,gonzalez,2070,P400G5242070,1.0,1.0,1
193,192,38240,kenata,williams,1988,K530W4521988,38240,kenata,williams,1988,K530W4521988,1.0,1.0,1
194,192,38240,kenata,williams,1988,K530W4521988,38240,kenata,williams,1988,K530W4521988,1.0,1.0,1
194,193,38240,kenata,williams,1988,K530W4521988,38240,kenata,williams,1988,K530W4521988,1.0,1.0,1
196,195,50891,christopher,rich,1990,C623R2001990,50891,christopher,rich,1990,C623R2001990,1.0,1.0,1
197,195,50891,christopher,rich,1990,C623R2001990,50891,christopher,rich,1990,C623R2001990,1.0,1.0,1
197,196,50891,christopher,rich,1990,C623R2001990,50891,christopher,rich,1990,C623R2001990,1.0,1.0,1
199,198,50900,michael,phelan,2065,M240P4502065,50900,michael,phelan,2065,M240P4502065,1.0,1.0,1
200,198,50900,michael,phelan,2065,M240P4502065,50900,michael,phelan,2065,M240P4502065,1.0,1.0,1
200,199,50900,michael,phelan,2065,M240P4502065,50900,michael,phelan,2065,M240P4502065,1.0,1.0,1
202,201,50895,joshua,rinchere,1991,J200R5261991,50895,joshua,rinchere,1991,J200R5261991,1.0,1.0,1
203,201,50895,joshua,rinchere,1991,J200R5261991,50895,joshua,rinchere,1991,J200R5261991,1.0,1.0,1
203,202,50895,joshua,rinchere,1991,J200R5261991,50895,joshua,rinchere,1991,J200R5261991,1.0,1.0,1
205,204,48511,jonathon,rossi,1982,J535R2001982,48511,jonathon,rossi,1982,J535R2001982,1.0,1.0,1
206,204,48511,jonathon,rossi,1982,J535R2001982,48511,jonathon,rossi,1982,J535R2001982,1.0,1.0,1
206,205,48511,jonathon,rossi,1982,J535R2001982,48511,jonathon,rossi,1982,J535R2001982,1.0,1.0,1
208,207,50888,nolasco,pena,1991,N420P5001991,50888,nolasco,pena,1991,N420P5001991,1.0,1.0,1
209,207,50888,nolasco,pena,1991,N420P5001991,50888,nolasco,pena,1991,N420P5001991,1.0,1.0,1
209,208,50888,nolasco,pena,1991,N420P5001991,50888,nolasco,pena,1991,N420P5001991,1.0,1.0,1
211,210,50901,marica,clermont,1985,M620C4651985,50901,marica,clermont,1985,M620C4651985,1.0,1.0,1
212,210,50901,marica,clermont,1985,M620C4651985,50901,marica,clermont,1985,M620C4651985,1.0,1.0,1
212,211,50901,marica,clermont,1985,M620C4651985,50901,marica,clermont,1985,M620C4651985,1.0,1.0,1
214,213,50885,adrian,phillips,1987,A365P4121987,50885,adrian,phillips,1987,A365P4121987,1.0,1.0,1
215,213,50885,adrian,phillips,1987,A365P4121987,50885,adrian,phillips,1987,A365P4121987,1.0,1.0,1
215,214,50885,adrian,phillips,1987,A365P4121987,50885,adrian,phillips,1987,A365P4121987,1.0,1.0,1
217,216,50910,lafayette,fussell,2063,L130F2402063,50910,lafayette,fussell,2063,L130F2402063,1.0,1.0,1
218,216,50910,lafayette,fussell,2063,L130F2402063,50910,lafayette,fussell,2063,L130F2402063,1.0,1.0,1
218,217,50910,lafayette,fussell,2063,L130F2402063,50910,lafayette,fussell,2063,L130F2402063,1.0,1.0,1
220,219,50898,sade,riley,1987,S300R4001987,50898,sade,riley,1987,S300R4001987,1.0,1.0,1
221,219,50898,sade,riley,1987,S300R4001987,50898,sade,riley,1987,S300R4001987,1.0,1.0,1
221,220,50898,sade,riley,1987,S300R4001987,50898,sade,riley,1987,S300R4001987,1.0,1.0,1
223,222,9825,jamaal,murray,1984,J540M6001984,9825,jamaal,murray,1984,J540M6001984,1.0,1.0,1
224,222,9825,jamaal,murray,1984,J540M6001984,9825,jamaal,murray,1984,J540M6001984,1.0,1.0,1
224,223,9825,jamaal,murray,1984,J540M6001984,9825,jamaal,murray,1984,J540M6001984,1.0,1.0,1
226,225,32426,robert,ahearn,1979,R163A6501979,32426,robert,ahearn,1979,R163A6501979,1.0,1.0,1
227,225,32426,robert,ahearn,1979,R163A6501979,32426,robert,ahearn,1979,R163A6501979,1.0,1.0,1
227,226,32426,robert,ahearn,1979,R163A6501979,32426,robert,ahearn,1979,R163A6501979,1.0,1.0,1
229,228,29747,wendy,richland,2055,W530R2452055,29747,wendy,richland,2055,W530R2452055,1.0,1.0,1
230,228,29747,wendy,richland,2055,W530R2452055,29747,wendy,richland,2055,W530R2452055,1.0,1.0,1
230,229,29747,wendy,richland,2055,W530R2452055,29747,wendy,richland,2055,W530R2452055,1.0,1.0,1
232,231,38682,daryl,culbertson,1986,D640C4161986,38682,daryl,culbertson,1986,D640C4161986,1.0,1.0,1
233,231,38682,daryl,culbertson,1986,D640C4161986,38682,daryl,culbertson,1986,D640C4161986,1.0,1.0,1
233,232,38682,daryl,culbertson,1986,D640C4161986,38682,daryl,culbertson,1986,D640C4161986,1.0,1.0,1
235,234,50897,jomar,fisher,1990,J560F2601990,50897,jomar,fisher,1990,J560F2601990,1.0,1.0,1
236,234,50897,jomar,fisher,1990,J560F2601990,50897,jomar,fisher,1990,J560F2601990,1.0,1.0,1
236,235,50897,jomar,fisher,1990,J560F2601990,50897,jomar,fisher,1990,J560F2601990,1.0,1.0,1
238,237,19348,ernest,ford,1982,E652F6301982,19348,ernest,ford,1982,E652F6301982,1.0,1.0,1
239,237,19348,ernest,ford,1982,E652F6301982,19348,ernest,ford,1982,E652F6301982,1.0,1.0,1
239,238,19348,ernest,ford,1982,E652F6301982,19348,ernest,ford,1982,E652F6301982,1.0,1.0,1
241,240,52124,altamiro,cesconeto,1981,A435C2531981,52124,altamiro,cesconeto,1981,A435C2531981,1.0,1.0,1
242,240,52124,altamiro,cesconeto,1981,A435C2531981,52124,altamiro,cesconeto,1981,A435C2531981,1.0,1.0,1
242,241,52124,altamiro,cesconeto,1981,A435C2531981,52124,altamiro,cesconeto,1981,A435C2531981,1.0,1.0,1
244,243,50883,tyrone,brown,1985,T650B6501985,50883,tyrone,brown,1985,T650B6501985,1.0,1.0,1
245,243,50883,tyrone,brown,1985,T650B6501985,50883,tyrone,brown,1985,T650B6501985,1.0,1.0,1
245,244,50883,tyrone,brown,1985,T650B6501985,50883,tyrone,brown,1985,T650B6501985,1.0,1.0,1
247,246,50912,tiffany,dale,1984,T150D4001984,50912,tiffany,dale,1984,T150D4001984,1.0,1.0,1
248,246,50912,tiffany,dale,1984,T150D4001984,50912,tiffany,dale,1984,T150D4001984,1.0,1.0,1
